r cabinet lighting																											
Penguin ELT					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
PGR2	Penguin	Anne of Green Gables	Montgomery	Penguin Readers	2	600 	Elementary (M)	A2	2.4	8,000 		E		Y	3		-	teen, adult	9780582529823	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Another World	O'reilly,e.	Penguin Readers	2	600 	Elementary (M)	A2	2.3	5,000 		E		Y	3		-	teen, adult	9780582427648	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Apollo 13	Anastasio, Dina	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,119 		A	48	Y	3		Contemporary	teen, adult	9781405881562	9781405878265				2008	2008	Y	
PGR2	Penguin	Audrey Hepburn	Rice, Chris	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	3,888 		A	32	Y	3		Original	teen, adult	9781405876988	9781405878272				2008	2008	Y	
PGR2	Penguin	Babe - Pig in the City	Miller, George	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,165 		A	56	Y	3		Contemporary	teen, adult	9781405881579	9781405878289				2008	2008	Y	
PGR2	Penguin	Babe - The Sheep Pig	King-Smith, Dick	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,378 		A	48	Y	3		Contemporary	teen, adult	9781405869744	9781405878296				2008	2008	Y	
PGR2	Penguin	Barack Obama	Degnan-Veness, Coleen 	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,875 		A	28	Y	3		Original	teen, adult	9781408231654	9781408261262				2011	2011	Y	
PGR2	Penguin	Baywatch-Sharks, Lies, Videos	Dagnan veness	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,900 		E		Y	3		-	teen, adult	9780582454057	-				2008	2008	N	
PGR2	Penguin	Baywatch-The Inside Story	Schwartz	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,700 		E		Y	3		-	teen, adult	9780582418264	-				2008	2008	N	
PGR2	Penguin	Birds, The	Du Maurier, Daphne	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,992 		A	56	Y	3		Contemporary	teen, adult	9781405869768	9781405878302				2008	2008	Y	
PGR2	Penguin	Black Beauty	Sewell, Anna	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,390 		A	48	Y	3		Classic	teen, adult	9781405842815	9781405878319				2008	2008	Y	
PGR2	Penguin	Book of Shadows	Norton	Penguin Readers	2	600 	Elementary (M)	A2		7,500 		E		Y	3		-	teen, adult	9780582363991	-				2008	2008	N	
PGR2	Penguin	Borrowers, The	Norton	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,500 		E		S	3		-	teen, adult	9780582363991	-				2008	2008	N	
PGR2	Penguin	Brad Pitt	Nancy Taylor	Penguin Readers	2	600 	Elementary (M)	A2	2.3	4,200 		E		Y	3		-	teen, adult	9780582408302	-				2008	2008	N	
PGR2	Penguin	Call of the Wild, The	London	Penguin Readers	2	600 	Elementary (M)	A2	2.4	9,700 		E		Y	3		-	teen, adult	9780582420496	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Canterville Ghost and the Model Millionaire, The	Wilde	Penguin Readers	2	600 	Elementary (M)	A2	2.3	5,500 		E		Y	3		-	teen, adult	9780582401174	-				2008	2008	N	
PGR2	Penguin	Cay, The	Taylor	Penguin Readers	2	600 	Elementary (M)	A2	2.5	7,600 		E		Y	3		-	teen, adult	9780582416734	-				2008	2008	N	
PGR2	Penguin	Chocky	Wyndham	Penguin Readers	2	600 	Elementary (M)	A2		5,600 		E	47	Y	3		Contemporary	teen, adult	9780140815436	-				1995	1995	N	
PGR2	Penguin	Christmas Carol, A	Dickens, Charles	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,882 		A	48	Y	3		Classic	teen, adult	9781405842822	9781405878326				2008	2008	Y	
PGR2	Penguin	Dante's Peak	Gram, Dewey	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,677 		A	56	Y	3		Contemporary	teen, adult	9781405869737	9781405878333				2008	2008	Y	
PGR2	Penguin	Don't Look Now	Maurier	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,200 		E		Y	3		-	teen, adult	9780582417717	-				2008	2008	N	
PGR2	Penguin	Dragonheart	Gabriel, Adriana	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,770 		A	56	Y	3		Contemporary	teen, adult	9781405881586	9781405878340				2008	2008	Y	
PGR2	Penguin	E.T. The Extra-Terrestrial	Kotwinkle	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,700 		E		Y	3		-	teen, adult	9780582517479	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Earthquake, The	Laird	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,600 		E		N	3		-	teen, adult	9780582427617	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Extreme Sports	Dean, Michael	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,128 		A	36	Y	3		Original	teen, adult	9781405881593	9781405878357				2008	2008	Y	
PGR2	Penguin	Falling for You	David Belbin	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,300 		E		N	3		-	teen, adult	9780582343016	-				2008	2008	N	
PGR2	Penguin	First Wave #1: Subject 117	Chris Brancato	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,600 		E		Y	3		-	teen, adult	9780582430556	-				2008	2008	N	
PGR2	Penguin	First Wave #2: Book of Shadows	Cerone, Fensham & Victor	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,500 		E		Y	3		-	teen, adult	9780582430594	-				2008	2008	N	
PGR2	Penguin	Five Famous Fairy Tales	Andersen, Hans Christian	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,927 		A	48	Y	3		Classic	teen, adult	9781405842839	9781405878364				2008	2008	Y	
PGR2	Penguin	Five Plays for Today		Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	6,063 		A	40	Y	3		Original	teen, adult	9781408221044	9781408232095				2010	2010	Y	
PGR2	Penguin	Flintstones in Viva Rock Vegas, The		Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,600 		E		Y	3		-	teen, adult	9780582451902	-				2008	2008	N	
PGR2	Penguin	Flour Babies	Fine	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,000 		E		Y	3		-	teen, adult	9780582417724	-				2008	2008	N	
PGR2	Penguin	Fly Away Home	Hermes, Patricia	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,482 		A	56	Y	3		Contemporary	teen, adult	9781405869515	9781405878371				2008	2008	N	
PGR2	Penguin	Football Clubs of South America	Smith	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	5,300 		E		N	3		-	teen, adult	9780582461628	-				2008	2008	N	
PGR2	Penguin	Fox, The	Lawrence	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,300 		E		Y	3		-	teen, adult	9780582416765	-				2008	2008	N	
PGR2	Penguin	Freckles	Matthews, Andrew	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	3,402 		A	32	Y	3		Original	teen, adult	9781405881609	9781405878388				2008	2008	Y	
PGR2	Penguin	French Fashion Designers	Viney	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	3,500 		E		Y	3		-	teen, adult	9780582435636	-				2008	2008	N	
PGR2	Penguin	Gandhi	Rollason, Jane	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,749 		A	32	Y	3		Original	teen, adult	9781405876933	9781405878395				2008	2008	Y	
PGR2	Penguin	Gentlemen Prefer Blondes	Anita Loos	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	5,600 		E		Y	3		-	teen, adult	9780582430488	-				2008	2008	N	
PGR2	Penguin	Ghost of Genny Castle, The	Escott, John	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	4,514 		A	48	Y	3		Original	teen, adult	9781405869539	9781405878401				2008	2008	Y	
PGR2	Penguin	Grandad's Eleven	Taylor, Jeremy	Penguin Readers	2	600 	Elementary (M)	A2		4,600 		E		Y	3			teen, adult	9780140815320	-				1995	1995	N	
PGR2	Penguin	Gucci -- Business in Fashion	Trimarco	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,500 		A		Y	3		-	teen, adult	9780582461598	-				2008	2008	N	
PGR2	Penguin	Gulliver's Travels	Swift, Jonathan	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,681 		A	48	Y	3		Classic	teen, adult	9781405842846	9781405878418				2008	2008	Y	
PGR2	Penguin	Heidi	Spyri, Johanna	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,601 		A	48	Y	3		Classic	teen, adult	9781405842853	9781405878425				2008	2008	Y	
PGR2	Penguin	Hercules: Serpant's Shadow	Boggs	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,100 		E		Y	3		-	teen, adult	9780582401310	-				2008	2008	N	
PGR2	Penguin	Hercules:By the Sword	Boggs	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,200 		E		N	3		-	teen, adult	9780582401303	-				2008	2008	N	
PGR2	Penguin	Hulk		Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,950 		E		Y	3		-	teen, adult	9781405881616	-				2008	2008	N	
PGR2	Penguin	Importance of Being Earnest, The	Wilde	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,602 		A	48	Y	3		Classic	teen, adult	9781405892032	9781408208878				2010	2010	Y	
PGR2	Penguin	Jaws	Benchley, Peter	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7425		A	48	Y	3		Contemporary	teen, adult	9781405869522	9781405878449				2008	2008	N	
PGR2	Penguin	Johnny English		Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,907 		A	36	Y	3		Contemporary	teen, adult	9781405881623	9781405878456				2008	2008	Y	
PGR2	Penguin	Jumanji	Strasser, Todd	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,638 		A	56	Y	3		Contemporary	teen, adult	9781405869508	9781405878463				2008	2008	N	
PGR2	Penguin	Jungle Book, The	Kipling, Rudyard	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,298 		A	48	Y	3		Classic	teen, adult	9781405842860	9781405878470				2008	2008	Y	
PGR2	Penguin	Jurassic Park III	Ciencin, Scott	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,138 		A	56	Y	3		Contemporary	teen, adult	9781405881630	9781405878487				2008	2008	Y	
PGR2	Penguin	Kidnapped	Stevenson, Robert Louis	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,104 		A	48	Y	3		Classic	teen, adult	9781405855372	9781405878494				2008	2008	Y	
PGR2	Penguin	King Arthur and the Knights of the Round Table		Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	10,369 		A	56	Y	3		Classic	teen, adult	9781405855327	9781405878500				2008	2008	Y	
PGR2	Penguin	Lady in the Lake, The	Chandler, Raymond	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,669 		A	56	Y	3		Contemporary	teen, adult	9781405869751	9781405878517				2008	2008	Y	
PGR2	Penguin	Last of the Mohicans, The	Fenimore Cooper, James	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,506 		A	48	Y	3		Classic	teen, adult	9781405842877	9781405878524				2008	2008	Y	
PGR2	Penguin	London	Shipton, Vicky	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	4,876 		A	32	Y	3		Original	teen, adult	9781405881647	9781405878531				2008	2008	Y	
PGR2	Penguin	Lost in New York	Escott, John	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,875 		A	32	Y	3		Original	teen, adult	9781405876971	9781405878548				2008	2008	Y	
PGR2	Penguin	Lost Love and Other Stories	Carew, Jan	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	5,424 		A	32	Y	3		Original	teen, adult	9781405881654	9781405878555				2008	2008	Y	LLLA Finalist 2005
PGR2	Penguin	Luck of Roaring Camp and Other Stories, The	Harte	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,900 		E		Y	3		-	teen, adult	9780582343702	-				2008	2008	N	
PGR2	Penguin	Marley & Me	John Grogan	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	10,666 		A	44	Y	3		Contemporary	teen, adult	9781408263761	9781408263914				2012	2012	Y	
PGR2	Penguin	Men in Black	Gardener, J. J.	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,587 		A	48	Y	3		Contemporary	teen, adult	9781405869720	9781405878562				2008	2008	N	
PGR2	Penguin	Moby Dick	Melville, Herman	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,362 		A	48	Y	3		Classic	teen, adult	9781405881661	9781405878579				2008	2008	Y	
PGR2	Penguin	Money to Burn	Escott	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,200 		E		Y	3		-	teen, adult	9780582418028	-				2008	2008	N	
PGR2	Penguin	Moonfleet	Falkner, J Meade	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	5,390 		A	32	Y	3		Classic	teen, adult	9781405842884	9781405878586				2008	2008	Y	LLLA Finalist 2005
PGR2	Penguin	Mr Bean	Richard Curtis	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,200 		E		Y	3		-	teen, adult	9780582341296	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Mr Bean in Town	Atkinson, Rowan	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,347 		A	36	Y	3		Contemporary	teen, adult	9781405881678	9781405878593				2008	2008	Y	
PGR2	Penguin	Mummy, The	Whitman, John	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,901 		A	48	Y	3		Contemporary	teen, adult	9781405881685	9781405878609				2008	2008	Y	
PGR2	Penguin	Mummy Returns, The	Levithan, David	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,574 		A	48	Y	3		Contemporary	teen, adult	9781405881692	9781405878616				2008	2008	Y	
PGR2	Penguin	Mysterious Island, The	Verne, Jules	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,370 		A	48	Y	3		Classic	teen, adult	9781405842891	9781405878623				2008	2008	Y	
PGR2	Penguin	Nelson Mandela	Dagnan	Penguin Readers 	2	600 	Elementary (M)	A2	2.3-2.5			A		Y	3		-	teen, adult	9780582461659	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Of Mice and Men	Steinbeck, John	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,512 		A	56	Y	3		Classic	teen, adult	9781405855365	9781405878630				2008	2008	Y	
PGR2	Penguin	Oprah Winfrey	Leaney	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,600 		E		N	3		-	teen, adult	9780582419827	-				2008	2008	N	
PGR2	Penguin	Persuasion	Austen, Jane	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,575 		A	56	Y	3		Classic	teen, adult	9781405869492	9781405878647				2008	2008	Y	
PGR2	Penguin	Pirates of the Caribbean The Curse of the Black Pearl		Penguin Readers	2	600	Elementary (M)	A2	2.4-2.6	7438		A	48	Y	3		Contemporary	teen, adult	9781405881708	9781405878654				2008	2008	Y	
PGR2	Penguin	Prince and the Pauper, The	Twain, Mark	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,137 		A	48	Y	3		Classic	teen, adult	9781405842907	9781405878661				2008	2008	Y	
PGR2	Penguin	Project Omega	O'Reilly, Elaine	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	4,325 		A	32	Y	3		Original	teen, adult	9781405881715	9781405878678				2008	2008	Y	
PGR2	Penguin	Railway Children, The	Nesbit, E.	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	4,890 		A	48	Y	3		Classic	teen, adult	9781405869645	9781405878685				2008	2008	Y	
PGR2	Penguin	Robin Hood		Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,760 		A	48	Y	3		Classic	teen, adult	9781405842914	9781405878692				2008	2008	Y	
PGR2	Penguin	Robinson Crusoe	Defoe, Daniel	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,711 		A	56	Y	3		Classic	teen, adult	9781405855334	9781405878708				2008	2008	Y	
PGR2	Penguin	Room in the Tower and Other Ghost Stories, The	Kipling, Rudyard	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,225 		A	48	Y	3		Classic	teen, adult	9781405869621	9781405878715				2008	2008	Y	
PGR2	Penguin	Round the World in Eighty Days	Vernes	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,400 		E		Y	3		-	teen, adult	9780582426658	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Scarlet Letter, The	Hawthorne, Nathaniel	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,411 		A	48	Y	3		Classic	teen, adult	9781405855341	9781405878722				2008	2008	Y	
PGR2	Penguin	Scorpion King, The	Collins	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,900 		E		N	3		-	teen, adult	9780582779716	-				2008	2008	N	
PGR2	Penguin	Secret Garden, The	Hodgson	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,800 		E		Y	3		-	teen, adult	9780582426597	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Simply Suspense	Stockton, Frank	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,177 		A	56	Y	3		Classic	teen, adult	9781405869485	9781405878739				2008	2008	Y	
PGR2	Penguin	Slinky Jane	Cookson	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,800 		E		Y	3		-	teen, adult	9780582416697	-				2008	2008	N	
PGR2	Penguin	Small Soldiers	Scott	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,200 		E		Y	3		-	teen, adult	9780582380998	-				2008	2008	N	
PGR2	Penguin	Stealing the Hills	Feeney	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,200 		E		Y	3		-	teen, adult	9780582417977	-				2008	2008	N	
PGR2	Penguin	Storm, The	Laird	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	5,200 		E		Y	3		-	teen, adult	9780582427228	-				2008	2008	N	
PGR2	Penguin	Story of the Treasure Seekers, The	Nesbit	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,300 		E		Y	3		-	teen, adult	9780582416666	-				2008	2008	N	
PGR2	Penguin	Stranger than Fiction: Urban Myths	Healey, Phil	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,125 		A	48	Y	3		Contemporary	teen, adult	9781405869775	9781405878746				2008	2008	Y	
PGR2	Penguin	Supermodels	Shipton	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	2,400 		E		Y	3		-	teen, adult	9780582437081	-				2008	2008	N	
PGR2	Penguin	Sweet Valley High #1: The Stolen Diary	Pascalms	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,600 		E		N	3		-	teen, adult	9780582364028	-				2008	2008	N	
PGR2	Penguin	Sweet Valley High #2: Secrets	Pascal	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,700 		E		Y	3		-	teen, adult	9780582417687	-				2008	2008	N	
PGR2	Penguin	Tales from Hans Andersen	Andersen, Hans Christian	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,094 		A	48	Y	3		Classic	teen, adult	9781405855402	9781405878760				2008	2008	Y	
PGR2	Penguin	Tales from the Arabian Nights	Andersen, Hans Christian	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,041 		A	56	Y	3		Classic	teen, adult	9781405855396	9781405878753				2008	2008	Y	
PGR2	Penguin	Three Musketeers, The	Dumas, Alexandre	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,557 		A	48	Y	3		Classic	teen, adult	9781405855310	9781405878777				2008	2008	Y	
PGR2	Penguin	Three Short Stories of Sherlock Holmes	Conan Doyle, Arthur C	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	9,179 		A	56	Y	3		Classic	teen, adult	9781405855433	9781405878227				2008	2008	Y	
PGR2	Penguin	Treasure Island	Stevenson, Robert Louis	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	5,723 		A	48	Y	3		Classic	teen, adult	9781405869638	9781405878784				2008	2008	Y	
PGR2	Penguin	Under the Greenwood Tree	Hardy	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,200 		E		Y	3		-	teen, adult	9780582416758	-				2008	2008	N	
PGR2	Penguin	Voyages of Sindbad the Sailor, The		Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	10,093 		A	56	Y	3		Classic	teen, adult	9781405855426	9781405878791				2008	2008	Y	
PGR2	Penguin	Walkabout	Marshall, James V.	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,436 		A	56	Y	3		Contemporary	teen, adult	9781405881722	9781405878807				2008	2008	Y	CD pack OP
PGR2	Penguin	Wanted: Anna Marker	Anderson	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	5,500 		E		Y	3		-	teen, adult	9780582427532	-				2008	2008	N	
PGR2	Penguin	Washington Square	James	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,800 		E		Y	3		-	teen, adult	9780582401624	-				2008	2008	N	
PGR2	Penguin	Wave, The	Rhue, Morton	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,591 		A	56	Y	3		Contemporary	teen, adult	9781405869652	9781405878814				2008	2008	Y	
PGR2	Penguin	Weirdo, The	Taylor	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,000 		E		Y	3		-	teen, adult	9780582416796	-				2008	2008	N	
PGR2	Penguin	Whistle and Dead Men's Eyes	James, M. R.	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,666 		A	48	Y	3		Classic	teen, adult	9781405881739	9781405878821				2008	2008	N	
PGR2	Penguin	White Fang	London, Jack	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,746 		A	48	Y	3		Classic	teen, adult	9781405855389	9781405878838				2008	2008	Y	
PGR2	Penguin	White Heron and Other American Short Stories, A	Sarah Jewett	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	6,500 		E		Y	3		-	teen, adult	9780582430495	-				2008	2008	N	
PGR2	Penguin	Wind in the Willows, The	Grahame, Kenneth	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	8,004 		A	56	Y	3		Classic	teen, adult	9781405855419	9781405878845				2008	2008	Y	
PGR3	Penguin	Accidental Tourist, The		Penguin Readers	3	1,200 	Intermediate (M)	A2	3.6-3.8	21,000 		E		Y	5		-	teen, adult	9780582416352	-				2008	2008	N	
PGR3	Penguin	Adventures of Huckleberry Finn, The	Mark twain	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	15,000 		E		Y	5		-	teen, adult	9780582420502	-				2008	2008	N	to Penguin Active Readers
PGR3	Penguin	Amistad	Barnes, Joyce Annette	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,995 		A	56	Y	5		Contemporary	teen, adult	9781405881746	9781405878852				2008	2008	Y	
PGR3	Penguin	Beatles, The	Shipton, Paul	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,721 		A	56	Y	5		Original	teen, adult	9781405881753	9781405878876				2008	2008	Y	
PGR3	Penguin	Becoming Jane	Hood, Kevin	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,795 		A	64	Y	5		Contemporary	teen, adult	9781405867672	9781405885454				2008	2008	Y	
PGR3	Penguin	Billy Budd, Sailor	Herman Melville	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	15,000 		E		Y	5		-	teen, adult	9780582342996	-				2008	2008	N	
PGR3	Penguin	Billy Elliot	Burgess, Melvyn	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	12,931 		A	64	Y	5		Contemporary	teen, adult	9781405881760	9781405878883				2008	2008	Y	LLLA WINNER 2008
PGR3	Penguin	Black Cat and Other Stories, The	Poe, Edgar A	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,423 		A	56	Y	5		Classic	teen, adult	9781405876629	9781405878890				2008	2008	Y	
PGR3	Penguin	Blood Ties	Nigel Hinton	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,500 		E		Y	5		-	teen, adult	9780582430600	-				2008	2008	N	
PGR3	Penguin	Book of Heroic Failures, The	Pile	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	5,300 		E		N	5		-	teen, adult	9780582417861	-				2008	2008	N	
PGR3	Penguin	Boxers, The	Tomalin	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	9,100 		E		Y	5		-	teen, adult	9780582505384	-				2008	2008	N	
PGR3	Penguin	Braveheart	Wallace, Randall	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,523 		A	56	Y	5		Contemporary	teen, adult	9781405881777	9781405878906				2008	2008	Y	
PGR3	Penguin	British Life	Collins, Anne	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	7,785 		A	56	Y	5		Original	teen, adult	9781405881784	9781405878913				2008	2008	Y	
PGR3	Penguin	Canterbury Tales, The	Chaucer, Geoffrey	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	20,739 		A	72	Y	5		Classic	teen, adult	9781405862325	9781405878920				2008	2008	Y	
PGR3	Penguin	Catskill Eagle, A	Parker	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,100 		E		Y	5		-	teen, adult	9780582416819	-				2008	2008	N	
PGR3	Penguin	Cellist of Sarajevo, The	Galloway, Steven	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	14,017 		A	56	N	5		Contemporary	teen, adult	9781408291375	9781447938071				2013	2013	Y	LLLA FINALIST 2014
PGR3	Penguin	Chance of a Lifetime	Iggulden,M.	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	11,000 		E		Y	5		-	teen, adult	9780582427488	-				2008	2008	N	
PGR3	Penguin	Chrysalids, The	Wyndam	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,000 		E		N	5		-	teen, adult	9780582419803	-				2008	2008	N	
PGR3	Penguin	Classic Stories Mystery and Adventure	Fowler	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.4-3.6	13,000 		E		Y	5		-	teen, adult	9780582465817	-				2008	2008	N	
PGR3	Penguin	Climb, The	Escott, John	Penguin Readers	3	1,200 	Intermediate (M)	A2	3.2-3.4	8,624 		A	48	Y	5		Original	teen, adult	9781405881791	9781405878937				2008	2008	Y	
